URL,ID,title,atrributes:Model,atrributes:all_values
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/mini-excavators/mini-excavator-7-9-tons,907-0114,"Mini Excavator, 7-9 tons",{'Model Number': 'TB290'},"{'Manufacturer': 'Takeuchi', 'Operating Weight': '18,630 lbs.', 'Digging Depth': ""15'"", 'Bucket Dig Force': '16,565 lbs.', 'Max Reach G.L.': '23\' 11""', 'Max Dump Height': '17\' 3""', 'Blade Size': '7\' 7"" x 1\' 8""', 'Boom Swing': '70 deg. L / 60 deg. R', 'Tail Swing': '6\' 8""', 'Power': '69,2 hp', 'W X H': '7\' 7"" x 8\' 5""'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/trenchers/ride-trencher-60-32-50-hp,930-1350,"Ride-on Trencher, 60 in., 32-50 HP",{'Model Number': 'RT45'},"{'Manufacturer': 'Ditch Witch', 'Trench Depth Max.': '63""', 'Trench Width': '6 - 12""', 'Backfill Blade': '64""', 'Blade Drop': '8""', 'Power': '48.8 hp', 'Weight': '4,200 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/skid-steers-track-loaders/skid-steer-loader-1351-1699-lbs,903-0045,"Skid Steer Loader, 1,351-1,699 lbs.",{'Model Number': 'S510'},"{'Manufacturer': 'Bobcat', 'Engine (Diesel)': '49 hp', 'Rated Operating Capacity (SAE)': '1,650 lbs.', 'Lift Path': 'Radius', 'Tipping Load': '3,300 lbs.', 'Operating Weight': '6,213 lbs.', 'Travel Speed': '7.4 mph'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/skid-steers-track-loaders/skid-steer-loader-1700-1899-lbs,903-0071,"Skid Steer Loader, 1,700-1,899 lbs.",{'Model Number': 'S550'},"{'Manufacturer': 'Bobcat', 'Engine (Diesel)': '61 hp', 'Rated Operating Capacity (SAE)': '1,750 lbs.', 'Lift Path': 'Radius', 'Tipping Load': '3,500 lbs.', 'Operating Weight': '6,213 lbs.', 'Travel Speed': '7.4 mph'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/skid-steers-track-loaders/skid-steer-loader-small-under-851-lbs,903-0015,"Skid Steer Loader, Small, Under 851 lbs.",{'Model Number': 'S70'},"{'Manufacturer': 'Bobcat', 'Engine (Diesel)': '23.5 hp', 'Rated Operating Capacity (SAE)': '700 lbs.', 'Lift Path': 'Radius', 'Tipping Load': '1,512 lbs.', 'Operating Weight': '2,795 lbs.', 'Travel Speed': '6.1 mph'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/skid-steers-track-loaders/track-loader-large-2800-4107-lbs,903-0590,"Track Loader, Large, 2,800-4,107 lbs.",{'Model Number': 'TL12R2'},"{'Manufacturer': 'Takeuchi', 'Engine (Diesel)': '111.3 hp', 'Rated Operating Capacity (SAE)': '2,975 lbs.', 'Lift Path': 'Radius', 'Tipping Load': '8,629 lbs.', 'Operating Weight': '12,300 lbs.', 'Travel Speed': '7.3 mph'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/skid-steers-track-loaders/track-loader-small-1300-1699-lbs,903-0561,"Track Loader, Small, 1,300-1,699 lbs.",{'Model Number': 'T450'},"{'Manufacturer': 'Bobcat', 'Engine (Diesel)': '61.1 hp', 'Rated Operating Capacity (SAE)': '1,400 lbs.', 'Lift Path': 'Radius', 'Tipping Load': '4,000 lbs.', 'Operating Weight': '6,148 lbs.', 'Travel Speed': '7.3 mph'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/skid-steers-track-loaders/track-loader-small-1700-lbs,903-0570,"Track Loader, Small, 1,700 lbs.",{'Model Number': 'T550'},"{'Manufacturer': 'Bobcat', 'Engine (Diesel)': '66 hp', 'Rated Operating Capacity (SAE)': '1,995 lbs.', 'Lift Path': 'Radius', 'Tipping Load': '5,700 lbs.', 'Operating Weight': '7,557 lbs.', 'Travel Speed': '7.3 mph'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/skid-steers-track-loaders/track-loader-small-2000-2399-lbs,903-0580,"Track Loader, Small, 2,000-2,399 lbs.",{'Model Number': 'T590'},"{'Manufacturer': 'Bobcat', 'Engine (Diesel)': '66 hp', 'Rated Operating Capacity (SAE)': '2,100 lbs.', 'Lift Path': 'Vertical', 'Tipping Load': '6,000 lbs.', 'Operating Weight': '7,948 lbs.', 'Travel Speed': '7.3 mph'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/skid-steers-track-loaders/track-loader-small-2400-2999-lbs,903-0585,"Track Loader, Small, 2,400-2,999 lbs.",{'Model Number': 'TL10V2'},"{'Manufacturer': 'Takeuchi', 'Engine (Diesel)': '74.3 hp', 'Rated Operating Capacity (SAE)': '2,522 lbs.', 'Lift Path': 'Vertical', 'Tipping Load': '7,205 lbs.', 'Operating Weight': '9,950 lbs.', 'Travel Speed': '7.0 mph'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/skid-steers-track-loaders/walk-behind-track-loader,903-0522,Walk-Behind Track Loader,{'Model Number': 'MT55'},"{'Manufacturer': 'Bobcat', 'Rated Capacity': '550 lbs.', 'Tip Capacity': '1,610 lbs.', 'Power': '25 hp', 'Hydraulic Capacity': '12 GPM', 'Travel Speed': '3.5 mph', 'Width': '35.6""', 'Dump Height': '48.7""', 'Operating Weight': '2,610 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/trenchers/walk-behind-trencher-11-15-hp,930-1101,"Walk-behind Trencher, 11-15 HP",{'Model Number': 'RTX100'},"{'Manufacturer': 'Vermeer', 'Trench Depth Max': '30""', 'Trench Width Max': '6""', 'Power': '13 hp', 'Weight': '910 lbs.', 'Dimensions': '81"" x 35"" x 46""'}"
https://www.unitedrentals.com/marketplace/equipment/earthmoving-equipment/trenchers/walk-behind-trencher-48-18-27-hp,930-1230,"Walk-behind Trencher, 48 in., 18-27 HP",{'Model Number': 'RTX100'},"{'Manufacturer': 'Vermeer', 'Trench Depth Max': '30""', 'Trench Width Max': '6""', 'Power': '13 hp', 'Weight': '910 lbs.', 'Dimensions': '81"" x 35"" x 46""'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/reach-forklifts/telehandler-reach-forklift-30-ft-39-ft-6000-lbs,233-1160,"Telehandler Reach Forklift, 30 ft.-39 ft., 6,000 lbs.",{'Model Number': '6036'},"{'Manufacturer': 'SkyTrak', 'Max Capacity': '6,000 lbs.', 'Max Lift Height': '36\' 1""', 'Lift Cap Full Height': '6,000 lbs.', 'Max Forward Reach': '22\' 4""', 'Max Forward Lift': '1,800 lbs.', 'Frame Leveling': '10 deg. L/R', 'Engine (Diesel)': '74 hp', 'Outside Turn Radius': '13\' 9""', 'Operating Weight': '21,300 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/reach-forklifts/telehandler-reach-forklift-40-ft-45-ft-9000-lbs,233-1470,"Telehandler Reach Forklift, 40 ft.-45 ft., 9,000 lbs.",{'Model Number': '943'},"{'Manufacturer': 'JLG', 'Max Capacity': '9,000 lbs.', 'Max Lift Height': ""43'"", 'Lift Cap Full Height': '7,000 lbs.', 'Max Forward Reach': '30\' 5""', 'Max Forward Lift': '1,200 lbs.', 'Frame Leveling': '10 deg. L/R', 'Engine (Diesel)': '110 hp', 'Outside Turn Radius': ""12'"", 'Operating Weight': '24,912 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/reach-forklifts/telehandler-reach-forklift-40-ft-49-ft-8000-lbs,233-1370,"Telehandler Reach Forklift, 40 ft.-49 ft., 8,000 lbs.",{'Model Number': 'GTH-844'},"{'Manufacturer': 'Genie', 'Max Capacity': '8,000 lbs.', 'Max Lift Height': '43\' 10""', 'Lift Cap Full Height': '6,000 ', 'Max Forward Reach': '28\' 2""', 'Max Forward Lift': '2,000 lbs.', 'Frame Leveling': '10 deg. L/R', 'Engine (Diesel)': '99 hp', 'Outside Turn Radius': '13\' 9""', 'Operating Weight': '22,600 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/reach-forklifts/telehandler-reach-forklift-42-ft-7000-lbs,233-1250,"Telehandler Reach Forklift, 42 ft., 7,000 lbs.",{'Model Number': '507-42'},"{'Manufacturer': 'JCB', 'Max Capacity': '7,000 lbs.', 'Max Lift Height': ""42'"", 'Lift Cap Full Height': '6,000 lbs.', 'Max Forward Reach': ""28'"", 'Max Forward Lift': '1,600 lbs.', 'Frame Leveling': '10 deg. L/R', 'Engine (Diesel)': '74 hp', 'Outside Turn Radius': '13\' 9""', 'Operating Weight': '21,300 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/reach-forklifts/telehandler-reach-forklift-50-ft-56-ft-12000-lbs,233-1675,"Telehandler Reach Forklift, 50 ft.-56 ft., 12,000 lbs.",{'Model Number': '1255'},"{'Manufacturer': 'JLG', 'Max Capacity': '12,000 lbs.', 'Max Lift Height': ""55'"", 'Lift Cap Full Height': '5,000 lbs.', 'Max Forward Reach': ""42'"", 'Max Forward Lift': '3,500 lbs.', 'Frame Leveling': '10 deg. L/R', 'Engine (Diesel)': '130 hp', 'Outside Turn Radius': ""14'"", 'Operating Weight': '33,960 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/reach-forklifts/telehandler-reach-forklift-15-34-ft-6000-lbs,233-1155,"Telehandler Reach Forklift, 15-34 ft., 6,000 lbs.",{'Model Number': 'RS6-34'},"{'Manufacturer': 'Gehl', 'Max Capacity': '6,000 lbs.', 'Max Lift Height': '34\' 3""', 'Lift Cap Full Height': '4,000 lbs.', 'Max Forward Reach': '23\' 3""', 'Max Forward Lift': '900 lbs.', 'Frame Leveling': '10 deg. L/R', 'Engine (Diesel)': '74 hp', 'Outside Turn Radius': '12\' 6""', 'Operating Weight': '15,100 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/reach-forklifts/telehandler-reach-forklift-40-ft-49-ft-6000-lbs-0,233-1170,"Telehandler Reach Forklift, 40 ft.-49 ft., 6,000 lbs.",{'Model Number': '6042'},"{'Manufacturer': 'SkyTrak', 'Max Capacity': '6,000 lbs.', 'Max Lift Height': '41\' 11""', 'Lift Cap Full Height': '6,000 lbs.', 'Max Forward Reach': '27\' 11""', 'Max Forward Lift': '1,400 lbs.', 'Frame Leveling': '10 deg. L/R', 'Engine (Diesel)': '74 hp', 'Outside Turn Radius': ""14'"", 'Operating Weight': '25,100 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/reach-forklifts/telehandler-reach-forklift-5000-lbs-16-20-ft,233-1025,"Telehandler Reach Forklift, 5,000 lbs., 16-20 ft.",{'Model Number': 'GTH-5519'},"{'Manufacturer': 'Genie', 'Max Capacity': '5,500 lbs.', 'Max Lift Height': '18\' 10""', 'Lift Cap Full Height': '4,400 lbs.', 'Max Forward Reach': '11\' 3""', 'Max Forward Lift': '1,900 lbs.', 'Frame Leveling': 'N/A', 'Engine (Diesel)': '74 hp', 'Outside Turn Radius': ""11'"", 'Operating Weight': '10,360 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/reach-forklifts/telehandler-reach-forklift-50-ft-56-ft-10000-lbs,233-1650,"Telehandler Reach Forklift, 50 ft.-56 ft., 10,000 lbs.",{'Model Number': '1055'},"{'Manufacturer': 'JLG', 'Max Capacity': '10,000 lbs.', 'Max Lift Height': ""55'"", 'Lift Cap Full Height': '5,000 lbs.', 'Max Forward Reach': ""42'"", 'Max Forward Lift': '3,000 lbs.', 'Frame Leveling': '10 deg. L/R', 'Engine (Diesel)': '130 hp', 'Outside Turn Radius': ""14'"", 'Operating Weight': '31,559 lbs.'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/warehouse-forklifts/warehouse-forklift-gas-powered-5000-lbs,231-1200,"Warehouse Forklift, Gas Powered, 5,000 lbs.",{'Model Number': '8FGU25'},"{'Manufacturer': 'Toyota', 'Power Type': 'Gas/LP', 'Load Capacity': '5,000 lbs.', 'Maximum Fork Height (MFH)': '189""', 'Free Lift (with Std. LBR)': '36.4""', 'Overall Width': '45.3""', 'Mast Lowered Height': '84.5""', 'Mast Extended Height*': '236.6""', 'Overhead Guard Height': '83.1""'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/warehouse-forklifts/warehouse-forklift-gaslp-powered-3-ton,231-1250,"Warehouse Forklift, Gas/LP Powered, 3 Ton",{'Model Number': '8FGU30'},"{'Manufacturer': 'Toyota', 'Power Type': 'Gas/LP', 'Load Capacity': '6,000 lbs.', 'Maximum Fork Height (MFH)': '187""', 'Free Lift (with Std. LBR)': '41.2""', 'Overall Width': '48.8""', 'Mast Lowered Height': '89.2""', 'Mast Extended Height*': '235""', 'Overhead Guard Height': '85.5""'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts/warehouse-forklifts/warehouse-forklift-gaslp-powered-5000-lbs,231-1205,"Warehouse Forklift, Gas/LP Powered, 5,000 lbs.",{'Model Number': '8FG25U'},"{'Manufacturer': 'Toyota', 'Power Type': 'Gas/LP', 'Load Capacity': '5,000 lbs.', 'Maximum Fork Height (MFH)': '171""', 'Free Lift (with Std. LBR)': '30.5""', 'Overall Width': '45.3""', 'Mast Lowered Height': '78.5""', 'Mast Extended Height*': '218.5""', 'Overhead Guard Height': '83.1""'}"
https://www.unitedrentals.com/marketplace/equipment/forklifts-material-handling/warehouse-forklifts/warehouse-forklift-gaslp-powered-quadmast-3-ton,231-1220,"Warehouse Forklift, Gas/LP Powered, Quadmast, 3 Ton",{'Model Number': '8FGU30 Quad Mast'},"{'Manufacturer': 'Toyota', 'Power Type': 'Gas/LP', 'Load Capacity': '6,000 lbs.', 'Maximum Fork Height (MFH)': '240""', 'Free Lift (with Std. LBR)': '35""', 'Overall Width': '48.8""', 'Mast Lowered Height': '84.8""', 'Mast Extended Height*': '289.4""', 'Overhead Guard Height': '85.5""'}"
https://www.unitedrentals.com/marketplace/equipment/light-towers-generators/towable-light-towers/small-towable-light-tower-6kw-generator-4200w-vertical-mast-diesel,320-4001,"Small Towable Light Tower with 6kW Generator, 4,200W, Vertical Mast, Diesel",{'Model Number': 'MLT6SM'},"{'Manufacturer': 'Generac Mobile Products', 'Engine/Tier': 'Diesel/T4', 'Prime Horsepower': '10.5 hp @ 1,800 rpm', 'Power': '6 kW', 'Max. Run Hours (lights only)': '93', 'Fuel Tank Capacity': '39.9 gal.', 'Mast Height Deployed Horizontal / Vertical': '23""', 'Light Fixtures (4)': '1,050W MH', 'Total Lumens': '462,000', 'Dimensions Stowed Horizontal / Vertical': '118"" x 57"" x 101""'}"
https://www.unitedrentals.com/marketplace/equipment/light-towers-generators/towable-light-towers/towable-light-tower-6kw-generator-4200w-vertical-mast-diesel,320-4000,"Towable Light Tower with 6kW Generator, 4,200W, Vertical Mast, Diesel",{'Model Number': 'MLT3060M'},"{'Manufacturer': 'Generac Mobile Products', 'Engine/Tier': 'Diesel/T4', 'Prime Horsepower': '10.5 hp @ 1,800 rpm', 'Power': '6 kW', 'Max. Run Hours (lights only)': '140', 'Fuel Tank Capacity': '33.6 gal.', 'Mast Height Deployed Horizontal': '30""', 'Mast Height Deployed Vertical': '25""', 'Light Fixtures (4)': '1,050W MH', 'Total Lumens': '462,000', 'Dimensions Stowed Horizontal': '170"" x 49"" x 68""', 'Dimensions Stowed Vertical': '117"" x 58"" x 11""'}"
https://www.unitedrentals.com/marketplace/equipment/material-handling/material-lifts/material-lift-400-650-lbs-16-18-ft-manual,330-9719,"Material Lift, 400-650 lbs., 16-18 ft., Manual",{'Model Number': '2118'},"{'Manufacturer': 'Sumner', 'Load Capacity (14"")': '650 lbs.', 'Load Capacity (24"")': '450 lbs.', 'Working Height': ""18'"", 'Width': '31.25""', 'Stabilizer Width': '74""', 'Weight': '327 lbs.'}"

https://www.unitedrentals.com/marketplace/equipment/material-handling/material-lifts/material-lift-400-650-lbs-16-18-ft-manual,330-9719,"Material Lift, 400-650 lbs., 16-18 ft., Manual",{'Model Number': '2118'},"{'Manufacturer': 'Sumner', 'Load Capacity (14"")': '650 lbs.', 'Load Capacity (24"")': '450 lbs.', 'Working Height': ""18'"", 'Width': '31.25""', 'Stabilizer Width': '74""', 'Weight': '327 lbs.'}"

